n_words,n_sents,flesch_re,sentiment,gase,pti,teg,rci,pai,nava,nava_arc,lewi_idx,lewi_drop,cd_index,vads,ties,attachment,horsemen_total,criticism,contempt,defensiveness,stonewalling,vader_score,nrc_score,liwc_score,emo_anger,emo_sadness,emo_fear,emo_joy,emo_trust,emo_disgust,emo_surprise,emo_anticipation,id,gold_sentiment,gold_emotion
75,15,100,0.1035,0.4886,0.5882,0.1391,0.0333,0.2392,-0.0722,Mildly improving,12,-0.0211,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.9118,0.039,0.9997,0,0,0,1,1,0,0,2,dd_tr_0010_00,neu,neu
34,8,100,0.0,0.7,-0.25,0.0,0.0,0.1111,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0011_00,neu,neu
59,12,97.2,0.0002,0.4501,0.5,0.1542,0.0071,0.2,0.1218,Mildly declining,2,-0.0002,0.0,0.1525,0.0,anxious,0,0,0,0,0,0.802,0.0,0.9997,0,0,1,1,0,0,0,1,dd_tr_0012_00,neu,neu
40,7,100,0.0,0.7,0.0,0.0,0.0143,0.2667,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.025,0.9996,0,0,0,0,0,0,0,0,dd_tr_0013_00,neu,neu
81,17,100,-0.0075,0.6977,-0.625,0.016,0.0035,0.2381,0.0256,Flat / Unresolved,9,0.016,0.0833,0.0,-0.0,anxious,0,0,0,0,0,-0.0572,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0014_00,neu,neu
67,7,92.3,0.0805,0.4741,0.3333,0.0939,0.0,0.1667,-0.5632,Redemptive / Comedic (recovery arc),4,-0.1877,0.0833,0.0448,-0.0,anxious,0,0,0,0,0,0.6369,0.0,0.9993,0,0,0,1,0,0,1,0,dd_tr_0015_00,neu,neu
95,12,92.8,0.006,0.7018,0.0,0.0778,0.0816,0.0,0.107,Mildly declining,6,0.0713,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5267,0.0102,0.0,0,0,0,0,2,0,0,0,dd_tr_0016_00,neu,neu
36,8,98.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,Flat / Unresolved,0,0.0,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0772,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0017_00,neu,neu
75,12,84.3,0.0,0.7,0.0,0.0,0.0723,0.0,0.0,Flat / Unresolved,0,0.0,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.4215,0.0,0.9992,0,0,0,0,0,0,0,0,dd_tr_0018_00,neu,neu
87,9,81.3,0.0544,0.4867,-0.3077,0.1223,0.0677,0.1111,0.1204,Mildly declining,1,-0.0612,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.4767,0.011,0.9991,0,0,0,0,0,0,0,2,dd_tr_0019_00,neu,neu
105,14,93.7,0.0746,0.5061,-0.25,0.2,0.0181,0.1111,-0.2126,Redemptive / Comedic (recovery arc),11,-0.0583,0.0,0.0571,0.0,anxious,0,0,0,0,0,0.886,0.019,0.9997,0,1,0,3,0,0,0,0,dd_tr_0020_00,neu,neu
13,3,100,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.6486,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0021_00,neu,neu
9,2,100,0.0,0.7,0.0,0.0,0.0,0.2,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0022_00,neu,neu
21,3,86.9,-0.1529,0.6541,-0.2857,0.2294,0.0556,0.1111,,NA,,,0.0,0.2857,0.0,anxious,0,0,0,0,0,0.2023,-0.0476,0.0,0,0,1,0,0,0,0,0,dd_tr_0023_00,neu,neu
51,10,100,0.0,0.7,0.1429,0.0,0.1,0.0667,0.0,Flat / Unresolved,0,0.0,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0024_00,neu,neu
64,6,79.7,0.0,0.7,0.1667,0.0,0.0224,0.3333,0.0,Flat / Unresolved,0,0.0,0.1667,0.0,-0.0,anxious,0,0,0,0,0,-0.0258,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0025_00,neu,neu
40,5,82.4,0.0,0.45,0.0,0.3612,0.0741,0.0,0.0,Flat / Unresolved,1,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,dd_tr_0026_00,neu,neu
53,7,98.6,0.0,0.7,-0.125,0.0,0.019,0.0476,0.0,Flat / Unresolved,0,0.0,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0027_00,neu,neu
53,8,100,0.0617,0.4412,-0.1,0.0706,0.0095,0.0899,-0.247,Redemptive / Comedic (recovery arc),4,-0.1235,0.0,0.0566,0.0,anxious,0,0,0,0,0,0.7964,0.0185,0.9997,0,0,0,1,0,0,1,0,dd_tr_0028_00,neu,neu
67,13,91.8,0.0,0.7,-0.25,0.0,0.0787,0.0909,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4588,0.0143,0.0,0,0,0,0,0,0,0,0,dd_tr_0029_00,neu,neu
60,9,91.5,-0.051,0.6847,-0.1818,0.1147,0.0631,0.1143,0.0,Flat / Unresolved,1,0.0573,0.0,0.2,0.0,anxious,0,0,0,0,0,-0.5423,-0.0164,0.0,0,0,1,0,0,0,0,0,dd_tr_0030_00,neu,neu
35,8,98.5,0.0,0.6727,0.1667,0.0,0.0222,0.0667,0.0,Flat / Unresolved,0,0.0,0.0,0.0857,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0031_00,neu,neu
87,8,80.1,0.0612,0.4888,-0.3077,0.1398,0.0721,0.1111,0.1806,Tragic (Freytag: falling action dominates),1,-0.0699,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.4767,0.011,0.9991,0,0,0,0,0,0,0,2,dd_tr_0032_00,neu,neu
64,12,100,0.0301,0.709,0.375,0.0657,0.0101,0.1429,0.0903,Mildly declining,6,0.0602,0.0,0.0,0.0,anxious,0,0,0,0,0,0.7845,0.0156,0.9997,0,0,0,1,0,0,0,0,dd_tr_0033_00,neu,neu
99,13,88.9,-0.0315,0.4405,0.1667,0.1189,0.05,0.0667,0.2037,Tragic (Freytag: falling action dominates),5,0.1171,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.5994,0.0,-0.999,0,1,0,0,0,0,0,0,dd_tr_0034_00,neu,neu
41,6,98.8,0.0,0.7,0.1429,0.0,0.0417,0.0667,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0772,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0035_00,neu,neu
77,12,100,0.0,0.7,-0.1538,0.0,0.0437,0.0939,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4019,0.013,0.0,0,0,0,0,0,0,0,0,dd_tr_0036_00,neu,neu
83,14,97.9,-0.1407,0.3864,0.0,0.2474,0.0162,0.0,-0.1531,Redemptive / Comedic (recovery arc),5,-0.1965,0.0833,0.0,0.0,anxious,1,1,0,0,0,-0.836,-0.0112,-0.9996,3,3,0,0,0,2,0,0,dd_tr_0037_00,neu,neu
50,9,99.7,0.0297,0.4505,0.0,0.1643,0.0,0.0,-0.1204,Mildly improving,1,-0.0334,0.0833,0.0,0.0,avoidant,0,0,0,0,0,0.8176,0.0182,0.9997,1,1,0,0,0,0,0,1,dd_tr_0038_00,neu,neu
49,8,100,0.1217,0.7365,0.8,0.2782,0.0095,0.3333,0.1806,Tragic (Freytag: falling action dominates),3,-0.0021,0.0833,0.1224,0.0,anxious,0,0,0,0,0,0.9493,0.04,0.9998,0,0,0,2,0,0,0,0,dd_tr_0039_00,neu,neu
45,7,100,0.0,0.7,0.1667,0.0,0.0,0.1273,0.0,Flat / Unresolved,0,0.0,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0040_00,neu,neu
222,13,82.4,0.0496,0.4382,0.0588,0.238,0.0287,0.0208,0.2336,Tragic (Freytag: falling action dominates),1,-0.0537,0.2335,0.0405,-0.0,anxious,1,1,0,0,0,0.8481,0.0045,0.9,1,0,0,1,1,0,1,0,dd_tr_0041_00,neu,neu
52,12,96.7,0.0408,0.4622,-0.1,0.0657,0.0095,0.037,-0.1223,Mildly improving,4,-0.0612,0.0,0.1154,0.0,anxious,0,0,0,0,0,0.6249,0.0189,0.9995,0,0,0,1,0,0,0,0,dd_tr_0042_00,neu,neu
99,12,92.5,-0.0571,0.6829,0.2308,0.1245,0.0059,0.0909,0.1712,Tragic (Freytag: falling action dominates),6,0.1141,0.0,0.0606,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,dd_tr_0043_00,neu,neu
29,7,100,0.0,0.7,0.125,0.0,0.0,0.0476,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6808,0.069,0.9997,0,0,0,0,0,0,0,0,dd_tr_0044_00,neu,neu
47,8,98.3,-0.0573,0.4328,0.0,0.1311,0.0306,0.2,0.2294,Tragic (Freytag: falling action dominates),3,0.0918,0.0,0.2766,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,dd_tr_0045_00,neu,neu
219,17,92.2,0.0151,0.6863,0.4286,0.032,0.0243,0.1515,-0.0256,Flat / Unresolved,13,-0.0222,0.2283,0.0548,-0.0,avoidant,0,0,0,0,0,0.4767,0.0044,0.88,0,0,0,0,0,0,0,2,dd_tr_0046_00,neu,neu
19,2,99.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0047_00,neu,neu
80,12,96.4,-0.0382,0.6885,0.1,0.0834,0.0263,0.0741,0.1147,Mildly declining,4,0.0573,0.0,0.075,0.0,anxious,0,0,0,0,0,0.0258,-0.0122,0.0,0,1,0,0,0,0,0,0,dd_tr_0048_00,neu,neu
87,11,100,-0.0417,0.6875,0.1,0.0459,0.0304,0.0476,0.1529,Tragic (Freytag: falling action dominates),7,0.1147,0.0833,0.069,0.0,anxious,0,0,0,0,0,0.8271,0.0,0.9997,0,0,1,0,0,0,0,0,dd_tr_0049_00,neu,neu
80,12,100,0.0417,0.6943,0.3333,0.0909,0.0242,0.3333,-0.0625,Mildly improving,9,0.0556,0.1667,0.0,-0.0,avoidant,0,0,0,0,0,-0.0258,0.0,0.0,0,0,0,0,2,0,0,0,dd_tr_0050_00,neu,neu
35,6,100,0.0,0.7,0.0,0.0,0.0278,0.0,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0278,0.9996,0,0,0,0,0,0,0,0,dd_tr_0051_00,neu,neu
127,20,99.8,0.0,0.7,-0.1429,0.0,0.0192,0.3111,0.0,Flat / Unresolved,0,0.0,0.25,0.0,-0.0,anxious,0,0,0,0,0,0.4404,0.0078,0.78,0,0,0,0,0,0,0,0,dd_tr_0052_00,neu,neu
48,8,87.9,0.1135,0.4938,0.5,0.3082,0.0222,0.2,0.1806,Tragic (Freytag: falling action dominates),2,0.0894,0.0,0.125,0.0,anxious,0,0,0,0,0,0.4767,0.0,0.9995,0,0,1,1,0,0,0,0,dd_tr_0053_00,neu,neu
30,6,89.0,0.0,0.7,0.25,0.0,0.0,0.1111,0.0,Flat / Unresolved,0,0.0,0.0,0.2,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0054_00,neu,neu
151,19,96.2,0.019,0.7057,0.3529,0.0401,0.0085,0.1457,0.0,Flat / Unresolved,2,-0.0212,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.6249,0.0066,0.66,0,0,0,1,0,0,0,0,dd_tr_0055_00,neu,neu
122,20,78.6,0.0,0.7,0.375,0.0,0.0042,0.1681,0.0,Flat / Unresolved,0,0.0,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.4404,0.0079,0.79,0,0,0,0,0,0,0,0,dd_tr_0056_00,neu,neu
45,10,100,0.0,0.7,0.75,0.0,0.0119,0.3333,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.8442,-0.0444,-0.9998,0,0,0,0,0,0,0,0,dd_tr_0057_00,neu,neu
72,14,98.2,0.0,0.7,-0.1,0.0,0.0106,0.0777,0.0,Flat / Unresolved,0,0.0,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0058_00,neu,neu
36,5,100,-0.0107,0.4602,0.0,0.4398,0.1,0.0725,-0.2617,Redemptive / Comedic (recovery arc),2,0.2359,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,1,0,2,0,0,0,0,1,dd_tr_0059_00,neu,neu
183,25,96.8,0.0415,0.532,0.2632,0.085,0.0375,0.1111,-0.0049,Flat / Unresolved,2,-0.0451,0.25,0.0,-0.0,secure,0,0,0,0,0,0.9287,0.0052,0.9995,0,0,0,4,0,0,0,1,dd_tr_0060_00,neu,neu
277,26,84.5,-0.0071,0.4546,0.3214,0.1682,0.0145,0.1026,0.0452,Flat / Unresolved,22,-0.0083,0.1435,0.0108,0.0,anxious,0,0,0,0,0,0.4215,0.0036,0.333,2,0,1,0,1,2,0,2,dd_tr_0061_00,neu,neu
93,13,100,0.088,0.7264,0.0,0.1907,0.1018,0.0,0.0,Flat / Unresolved,11,0.104,0.0,0.0,-0.0,anxious,0,0,0,0,0,0.8519,0.0,0.9997,0,0,0,3,0,0,0,0,dd_tr_0062_00,neu,neu
104,12,95.5,0.0372,0.5083,0.1667,0.0811,0.0105,0.0881,-0.032,Flat / Unresolved,10,-0.0322,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,dd_tr_0063_00,neu,neu
14,3,93.3,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0667,0.9999,0,0,0,0,0,0,0,0,dd_tr_0064_00,neu,neu
33,7,86.7,0.0,0.7,0.2857,0.0,0.0,0.1111,0.0,Flat / Unresolved,0,0.0,0.0833,0.0909,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0065_00,neu,neu
344,39,95.6,-0.0492,0.4486,0.2917,0.1011,0.0236,0.1111,0.045,Flat / Unresolved,35,-0.0549,0.0833,0.061,-0.0,anxious,0,0,0,0,0,0.7845,0.0055,0.28,3,2,0,0,1,0,0,1,dd_tr_0066_00,neu,neu
15,4,100,-0.1147,0.6656,0.0,0.3059,0.0,0.0,0.0,Flat / Unresolved,2,-0.2294,0.0833,0.4,0.0,anxious,0,0,0,0,0,-0.5423,-0.0625,0.0,0,0,1,0,0,0,0,0,dd_tr_0067_00,neu,neu
232,25,95.7,0.0705,0.4855,0.3548,0.1734,0.0127,0.187,0.035,Flat / Unresolved,3,0.1999,0.1552,0.0259,0.0,avoidant,0,0,0,0,0,0.9735,0.0248,0.9996,0,0,0,4,2,0,0,0,dd_tr_0068_00,neu,neu
243,32,86.7,-0.0045,0.6987,0.0,0.0092,0.0136,0.0,0.0,Flat / Unresolved,5,0.0053,0.0686,0.0,0.0,anxious,0,0,0,0,0,0.1999,0.0041,0.41,0,0,0,0,0,0,0,0,dd_tr_0069_00,neu,neu
175,19,78.6,0.0132,0.4539,0.2778,0.108,0.0488,0.0833,-0.1204,Mildly improving,11,-0.0553,0.25,0.0,0.0,anxious,0,0,0,0,0,0.6249,0.0055,0.55,1,0,0,1,1,1,0,0,dd_tr_0070_00,neu,neu
39,7,100,0.0,0.7,-0.5,0.0,0.0244,0.2,0.0,Flat / Unresolved,0,0.0,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0071_00,neu,neu
154,19,94.8,-0.0021,0.4446,0.25,0.0613,0.0146,0.1184,-0.0213,Flat / Unresolved,15,-0.0027,0.0,0.0195,0.0,avoidant,0,0,0,0,0,0.0258,-0.0065,0.0,1,1,0,0,0,0,0,2,dd_tr_0072_00,neu,neu
6,2,76.9,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0073_00,neu,neu
101,13,100,-0.0278,0.4417,-0.3571,0.0602,0.0106,0.1282,-0.0903,Mildly improving,6,-0.0602,0.1667,0.0297,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,dd_tr_0074_00,neu,neu
16,4,100,0.0,0.7,0.5,0.0,0.0,0.3333,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0075_00,neu,neu
172,16,88.7,0.0947,0.4584,0.0714,0.2503,0.0156,0.0669,-0.0362,Flat / Unresolved,2,-0.1083,0.0833,0.0581,-0.0,anxious,0,0,0,0,0,0.9312,0.0174,0.9997,0,0,1,2,1,0,1,1,dd_tr_0076_00,neu,neu
21,3,66.8,0.1204,0.4861,0.3333,0.3612,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.4767,0.0435,0.9998,0,0,0,0,0,0,0,1,dd_tr_0077_00,neu,neu
54,8,100,0.0,0.7,-0.3333,0.0,0.0111,0.1667,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0078_00,neu,neu
57,12,100,-0.0633,0.431,-0.0714,0.1018,0.0056,0.3256,0.0995,Mildly declining,9,0.0925,0.0,0.0526,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,dd_tr_0079_00,neu,neu
84,17,100,0.0074,0.4522,0.4375,0.0897,0.015,0.1556,-0.1435,Mildly improving,9,-0.0856,0.0,0.2143,0.0,anxious,0,0,0,0,0,0.7184,0.0116,0.9996,0,1,0,1,0,0,0,0,dd_tr_0080_00,neu,neu
26,4,89.6,0.0,0.7,0.5,0.0,0.0,0.3333,0.0,Flat / Unresolved,0,0.0,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0081_00,neu,neu
45,9,100,-0.051,0.6665,0.375,0.1147,0.0,0.3429,-0.1529,Redemptive / Comedic (recovery arc),3,-0.1529,0.1667,0.2,-0.0,avoidant,0,0,0,0,0,-0.5423,-0.0196,0.0,0,0,1,0,0,0,0,0,dd_tr_0082_00,neu,neu
307,33,86.9,0.0443,0.487,-0.1379,0.0914,0.0091,0.0938,0.0212,Flat / Unresolved,2,-0.0471,0.1086,0.0098,0.0,avoidant,0,0,0,0,0,0.8271,0.0065,0.9992,0,0,0,4,1,0,0,1,dd_tr_0083_00,neu,neu
23,4,90.7,0.0,0.7,-0.5,0.0,0.0,0.3333,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0084_00,neu,neu
115,21,99.0,0.0167,0.4888,0.2308,0.1597,0.0187,0.0667,0.1406,Mildly declining,3,-0.0195,0.0,0.0261,0.0,anxious,0,0,0,0,0,0.9657,0.025,0.9997,1,0,0,3,0,1,0,0,dd_tr_0085_00,neu,neu
68,9,98.4,0.0,0.7,0.2727,0.0,0.0162,0.3538,0.0,Flat / Unresolved,0,0.0,0.0,0.0441,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0086_00,neu,neu
58,15,99.3,-0.0341,0.4398,-0.3636,0.0731,0.0,0.2804,-0.0023,Flat / Unresolved,6,-0.0158,0.0833,0.1552,0.0,anxious,0,0,0,0,0,0.6908,0.0161,0.9994,0,0,1,1,0,0,0,0,dd_tr_0087_00,neu,neu
30,5,96.4,0.0,0.7,0.1667,0.0,0.0,0.3111,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0088_00,neu,neu
113,8,92.9,0.0836,0.4751,0.0588,0.2544,0.0447,0.0222,0.0,Flat / Unresolved,5,0.1337,0.25,0.292,-0.0,anxious,0,0,0,0,0,0.8521,0.0,0.86,0,1,0,1,0,0,0,0,dd_tr_0089_00,neu,neu
27,3,97.4,0.0371,0.4429,0.0,0.4306,0.0,0.2,,NA,,,0.0833,0.0,0.0,avoidant,0,0,0,0,0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,dd_tr_0090_00,neu,neu
86,17,93.5,0.0291,0.4587,-0.125,0.0617,0.0187,0.0476,0.0,Flat / Unresolved,3,-0.0353,0.0,0.0698,0.0,anxious,0,0,0,0,0,0.6369,0.0,0.9991,0,0,0,1,0,0,1,0,dd_tr_0091_00,neu,neu
77,13,95.3,0.0,0.7,0.5,0.0,0.0369,0.3333,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4215,0.0128,0.0,0,0,0,0,0,0,0,0,dd_tr_0092_00,neu,neu
31,6,100,0.0904,0.4771,0.5,0.2169,0.0,0.3333,0.0,Flat / Unresolved,0,-0.0904,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6124,0.0323,0.9997,0,0,0,0,1,0,0,0,dd_tr_0093_00,neu,neu
22,5,83.2,0.0,0.7,0.6667,0.0,0.0,0.3333,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0094_00,neu,neu
89,8,58.7,0.0,0.7,-0.4,0.0,0.0436,0.1667,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0095_00,neu,neu
125,15,85.4,0.0351,0.4667,0.1538,0.1071,0.0163,0.1049,0.0829,Mildly declining,5,0.11,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.7418,0.0305,0.9996,1,0,1,0,1,0,0,1,dd_tr_0096_00,neu,neu
236,27,89.0,0.0148,0.5016,0.2188,0.1001,0.0192,0.1135,-0.0544,Mildly improving,4,-0.0173,0.2246,0.0254,0.0,anxious,0,0,0,0,0,0.5653,0.0127,0.85,0,0,0,3,0,0,0,1,dd_tr_0097_00,neu,neu
18,3,100,0.0,0.7,0.5,0.0,0.0556,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0098_00,neu,neu
14,4,94.5,0.0,0.7,0.5,0.0,0.0,0.3333,0.0,Flat / Unresolved,0,0.0,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0099_00,neu,neu
143,18,95.8,0.0301,0.459,0.1818,0.1219,0.0428,0.0667,0.255,Tragic (Freytag: falling action dominates),7,0.1929,0.0,0.0,0.0,anxious,0,0,0,0,0,0.9136,0.007,0.9993,1,0,0,1,1,0,1,0,dd_tr_0100_00,neu,neu
92,15,100,-0.0428,0.4576,0.2308,0.0917,0.0141,0.0909,-0.0366,Flat / Unresolved,6,0.0205,0.0833,0.2391,0.0,anxious,0,0,0,0,0,0.8126,0.0,0.0,0,2,1,0,0,0,0,0,dd_tr_0101_00,neu,neu
210,25,99.2,-0.0045,0.4548,0.2553,0.1649,0.0056,0.3333,-0.1788,Redemptive / Comedic (recovery arc),5,-0.0846,0.3214,0.0714,0.0,anxious,0,0,0,0,0,0.802,0.0095,0.95,1,0,2,1,1,1,0,0,dd_tr_0102_00,neu,neu
64,8,98.3,0.0,0.6818,0.1818,0.0,0.0071,0.0667,0.0,Flat / Unresolved,0,0.0,0.0,0.2344,0.0,avoidant,0,0,0,0,0,0.0258,0.0,0.0,0,0,0,0,0,0,0,0,dd_tr_0103_00,neu,neu
