n_words,n_sents,flesch_re,sentiment,gase,pti,teg,rci,pai,nava,nava_arc,lewi_idx,lewi_drop,cd_index,vads,ties,attachment,horsemen_total,criticism,contempt,defensiveness,stonewalling,vader_score,nrc_score,liwc_score,emo_anger,emo_sadness,emo_fear,emo_joy,emo_trust,emo_disgust,emo_surprise,emo_anticipation,id,gold_sentiment,gold_emotion
726,55,84.4,0.0294,0.4427,0.63,0.1453,0.0316,0.2199,-0.1047,Mildly improving,40,-0.12,0.1981,0.1129,0.0,anxious,1,1,0,0,0,0.989,0.0133,0.9992,1,1,0,3,5,0,1,4,relationships_fn8n1t,pos,joy
570,36,80.0,0.0521,0.49,0.8833,0.307,0.0333,0.3109,0.0037,Flat / Unresolved,2,0.232,0.1711,0.0421,0.0,anxious,0,0,0,0,0,0.97,0.0068,0.8168,4,0,3,9,8,0,0,2,relationships_cnd80k,pos,joy
738,37,83.4,0.1269,0.5095,0.6714,0.2807,0.0459,0.2645,-0.2743,Redemptive / Comedic (recovery arc),25,-0.1427,0.1355,0.1057,-0.0,avoidant,0,0,0,0,0,0.9957,0.0157,0.8466,1,2,2,10,3,0,1,2,relationships_a54mgo,pos,joy
110,6,82.9,0.0765,0.4457,0.2667,0.1835,0.0332,0.0952,0.0,Flat / Unresolved,0,-0.0765,0.1667,0.0545,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,relationships_b08jsj,neu,none
116,7,86.5,-0.2201,0.4044,0.9231,0.4533,0.0692,0.3333,0.3612,Tragic (Freytag: falling action dominates),0,0.2201,0.0,0.1293,0.0,secure,0,0,0,0,0,0.0,-0.016,0.0,0,2,4,0,0,0,0,0,relationships_b4tq6y,neu,fear
1092,77,85.9,-0.0443,0.418,0.819,0.1528,0.0125,0.3168,0.024,Flat / Unresolved,13,0.0867,0.2277,0.0632,0.0454,anxious,0,0,0,0,0,0.8845,0.0009,0.0,4,7,1,1,3,0,0,4,relationships_8vc871,pos,joy
519,31,77.2,-0.0389,0.4166,0.8571,0.1537,0.0528,0.5396,-0.0294,Flat / Unresolved,4,0.0447,0.1476,0.1349,0.2815,anxious,1,0,1,0,0,-0.875,0.0019,-0.19,3,3,1,1,1,0,0,1,relationships_9mv737,neg,none
76,6,86.0,-0.0326,0.4606,0.75,0.3221,0.2609,0.3333,-0.8879,Redemptive / Comedic (recovery arc),1,-0.3943,0.0833,0.0395,-0.0,anxious,0,0,0,0,0,0.5994,0.0128,0.9992,0,0,2,1,0,0,0,0,relationships_a3zvze,pos,joy
344,25,89.3,-0.0004,0.4581,0.6471,0.2542,0.0383,0.2564,0.0371,Flat / Unresolved,19,0.0042,0.1802,0.1483,0.0,anxious,0,0,0,0,0,-0.2134,0.0,-0.1999,2,5,0,2,4,0,0,4,relationships_hxzwcl,neu,sadness
233,12,84.7,-0.0092,0.4472,0.5833,0.0333,0.0251,0.2098,-0.0915,Mildly improving,3,-0.0936,0.2979,0.0129,0.0,anxious,0,0,0,0,0,0.7269,0.0,0.0,0,1,0,0,1,0,0,1,relationships_bp332x,neu,anger
121,7,89.3,-0.1204,0.3957,0.625,0.2107,0.125,0.3333,-0.4215,Redemptive / Comedic (recovery arc),1,-0.3513,0.0833,0.124,0.0,avoidant,0,0,0,0,0,-0.7506,-0.0159,-0.9994,2,2,0,0,0,0,0,0,relationships_nhr3yo,neg,none
1665,103,84.2,0.0104,0.456,0.642,0.2736,0.0165,0.2254,-0.1266,Mildly improving,1,-0.0105,0.2535,0.0793,0.1562,avoidant,2,1,0,1,0,0.9949,0.0017,0.64,15,12,5,17,16,0,3,5,relationships_4zkbp3,pos,joy
421,32,84.4,0.0869,0.4129,0.5686,0.2895,0.0226,0.2222,-0.0702,Mildly improving,21,-0.0262,0.0792,0.1378,0.0,avoidant,0,0,0,0,0,0.9349,0.007,0.9993,0,6,5,1,6,0,0,2,relationships_bbbfo8,pos,joy
589,28,74.5,0.0654,0.4839,0.66,0.1401,0.0359,0.3249,0.1777,Tragic (Freytag: falling action dominates),3,-0.0732,0.0849,0.0611,0.0,anxious,0,0,0,0,0,0.9657,0.0065,0.33,1,0,0,3,1,1,0,2,relationships_bdxw27,pos,joy
298,21,88.8,-0.0114,0.4466,0.7727,0.1325,0.0586,0.2942,0.0,Flat / Unresolved,16,-0.015,0.2796,0.0604,-0.0,anxious,0,0,0,0,0,0.7783,0.0034,0.34,0,1,1,0,1,0,0,0,relationships_cl8svr,pos,sadness
895,41,76.6,0.0241,0.4825,0.73,0.3057,0.026,0.5125,-0.1768,Redemptive / Comedic (recovery arc),24,-0.0686,0.1764,0.0704,0.128,anxious,0,0,0,0,0,0.9924,0.0022,0.4586,2,11,4,2,5,0,2,2,relationships_uw5mvv,pos,sadness
554,30,87.5,-0.0178,0.4394,0.9273,0.334,0.0522,0.6726,0.0397,Flat / Unresolved,4,0.2278,0.0602,0.1625,-0.0,anxious,0,0,0,0,0,0.5106,-0.0035,0.17,5,5,0,1,1,0,0,4,relationships_3g5394,neu,sadness
1236,61,80.0,-0.0103,0.4646,0.6693,0.2489,0.0214,0.4959,0.0162,Flat / Unresolved,13,0.1467,0.1348,0.1189,0.0,secure,0,0,0,0,0,0.1531,0.0008,0.24,5,5,2,1,7,0,0,3,relationships_hetem6,pos,joy
734,43,79.7,0.1515,0.4981,0.8085,0.3207,0.0406,0.3146,-0.2467,Redemptive / Comedic (recovery arc),15,-0.1183,0.1288,0.0872,0.0,secure,0,0,0,0,0,0.9944,0.0142,0.6641,2,3,2,7,12,2,0,6,relationships_9mjhkw,pos,joy
881,58,88.6,0.0533,0.4946,0.7826,0.1069,0.0306,0.3291,-0.1496,Mildly improving,55,-0.0426,0.1401,0.1022,-0.0,anxious,0,0,0,0,0,0.9917,0.0086,0.76,0,1,2,5,2,0,1,5,relationships_3as7za,pos,joy
354,28,82.2,-0.0053,0.3484,0.8857,0.353,0.0315,0.3314,-0.308,Redemptive / Comedic (recovery arc),19,-0.3317,0.2717,0.1949,0.0,anxious,0,0,0,0,0,-0.6649,-0.0028,0.1428,3,6,2,4,5,0,0,3,relationships_l5jc7c,pos,joy
353,19,78.2,0.0238,0.426,0.7955,0.3327,0.0312,0.3321,-0.1918,Redemptive / Comedic (recovery arc),13,-0.1963,0.1778,0.0708,0.0,anxious,0,0,0,0,0,0.9432,0.0056,0.28,2,3,0,4,1,0,0,1,relationships_8wotk9,pos,joy
353,18,80.0,-0.1098,0.3965,0.9,0.1854,0.0105,0.3425,0.3066,Tragic (Freytag: falling action dominates),9,0.2044,0.0944,0.1105,0.0,anxious,0,0,0,0,0,-0.6597,-0.0028,0.0,2,2,2,0,0,0,0,2,relationships_g4ddku,neg,sadness
304,18,73.9,0.1264,0.5007,0.7368,0.2625,0.0178,0.3333,0.0713,Mildly declining,8,0.006,0.193,0.0395,0.0,anxious,0,0,0,0,0,0.9545,0.0132,0.99,0,2,0,4,4,0,0,1,relationships_vbmdcu,pos,joy
686,35,81.5,0.0645,0.4445,0.8242,0.0955,0.0219,0.3131,-0.0826,Mildly improving,28,-0.0242,0.1215,0.0787,0.0,anxious,0,0,0,0,0,0.9854,0.0102,0.73,0,0,1,4,1,0,0,3,relationships_cvblpb,pos,joy
980,52,84.4,-0.0107,0.4411,0.6484,0.216,0.0267,0.463,0.0106,Flat / Unresolved,25,0.0496,0.1361,0.1071,0.0,avoidant,0,0,0,0,0,0.8224,-0.0051,-0.1,4,8,0,1,3,0,0,1,relationships_hfwaxf,neu,trust
812,38,80.5,0.0441,0.3933,0.5625,0.1638,0.0069,0.2892,-0.0614,Mildly improving,15,-0.0284,0.1847,0.0554,0.0,avoidant,0,0,0,0,0,0.9908,0.0059,0.47,0,1,1,4,2,0,0,2,relationships_b8hwh8,pos,joy
752,30,79.2,0.0789,0.4889,0.6579,0.2705,0.0112,0.5532,-0.2087,Redemptive / Comedic (recovery arc),3,-0.0876,0.0665,0.1476,0.0,secure,1,0,0,1,0,0.9657,0.0038,0.39,4,1,1,7,3,1,0,2,relationships_9yhlte,pos,joy
292,17,80.8,0.058,0.4817,0.7778,0.2148,0.0364,0.2855,-0.1054,Mildly improving,2,-0.3937,0.0571,0.0411,0.0,anxious,0,0,0,0,0,0.9612,0.0102,0.668,2,2,0,2,4,0,0,1,relationships_kcx4yw,pos,joy
1504,117,87.5,-0.0096,0.3605,0.5876,0.2072,0.0172,0.5443,-0.0833,Mildly improving,83,-0.0752,0.2775,0.1097,0.277,anxious,1,0,1,0,0,0.9764,0.0019,0.65,6,17,6,4,7,0,0,8,relationships_dfuy2g,pos,joy
466,24,84.4,0.0685,0.4876,0.5714,0.2021,0.0378,0.2641,-0.2175,Redemptive / Comedic (recovery arc),10,-0.0954,0.2504,0.1094,0.0,secure,0,0,0,0,0,0.9538,0.0021,0.43,0,3,1,1,4,0,1,2,relationships_arj54z,pos,sadness
1081,38,68.9,0.0354,0.4854,0.7848,0.3595,0.0398,0.5218,-0.0881,Mildly improving,18,-0.0775,0.2067,0.062,0.0,secure,0,0,0,0,0,0.9942,0.0089,0.89,4,6,3,8,10,1,0,3,relationships_o4c6y1,pos,joy
2013,85,74.4,0.0026,0.4592,0.7653,0.2109,0.0274,0.3069,0.0043,Flat / Unresolved,62,-0.0542,0.1744,0.0378,0.1214,anxious,1,0,1,0,0,0.9959,0.0043,0.63,7,4,6,11,1,1,0,2,relationships_hbckl2,pos,joy
396,22,77.5,0.0,0.6455,0.6061,0.0,0.0258,0.233,0.0,Flat / Unresolved,0,0.0,0.2517,0.0379,0.0,anxious,0,0,0,0,0,0.7033,0.0,0.0,0,0,0,0,0,0,0,0,relationships_ed44xf,neu,none
237,20,94.9,-0.0064,0.6981,0.875,0.0135,0.0366,0.3333,0.0213,Flat / Unresolved,12,0.016,0.0,0.1392,0.0,anxious,0,0,0,0,0,-0.6492,-0.0041,0.82,0,0,0,0,0,0,0,0,relationships_q1iqus,pos,none
191,18,84.4,-0.0051,0.4582,0.75,0.1511,0.0233,0.2727,-0.1867,Redemptive / Comedic (recovery arc),15,-0.0062,0.1667,0.0628,0.0,anxious,0,0,0,0,0,0.5106,0.0,0.0,0,1,2,1,0,0,0,0,relationships_ne1neo,pos,disgust
969,54,81.0,0.0423,0.4852,0.8061,0.2366,0.0195,0.3098,0.1859,Tragic (Freytag: falling action dominates),7,0.0859,0.2897,0.0898,0.2508,secure,0,0,0,0,0,0.9919,0.0089,0.5345,1,3,2,4,6,1,0,6,relationships_hzwqcy,pos,joy
780,42,80.8,-0.0273,0.4254,0.6951,0.2312,0.0271,0.2679,-0.1515,Redemptive / Comedic (recovery arc),20,-0.0686,0.2329,0.0731,0.0,anxious,0,0,0,0,0,0.9545,0.0077,0.51,3,6,0,2,0,0,0,4,relationships_gklndb,pos,sadness
314,27,91.6,0.0473,0.4853,0.96,0.2277,0.0704,0.3642,0.0054,Flat / Unresolved,21,0.1511,0.432,0.2006,-0.0,anxious,0,0,0,0,0,0.9611,0.0092,0.7466,1,1,2,3,4,0,0,1,relationships_hqzk0u,pos,joy
984,65,87.8,0.0091,0.4203,0.8889,0.2606,0.0234,0.5501,0.1209,Mildly declining,3,-0.1358,0.3022,0.1118,0.1,avoidant,0,0,0,0,0,0.958,-0.0029,0.448,5,10,3,8,6,0,0,1,relationships_52hka7,neu,joy
278,22,86.6,0.0058,0.4517,0.3333,0.0935,0.0251,0.1544,-0.0183,Flat / Unresolved,4,-0.0071,0.06,0.054,0.0,anxious,0,0,0,0,0,0.6369,0.0,0.36,0,1,0,1,0,0,0,1,relationships_lq5de8,neu,sadness
476,18,78.3,-0.1271,0.3794,0.918,0.1938,0.0474,0.3676,-0.1627,Redemptive / Comedic (recovery arc),0,0.1271,0.07,0.1345,-0.0,anxious,0,0,0,0,0,0.2732,-0.0021,-0.1921,2,4,3,0,0,0,0,2,relationships_m3l3uh,neu,anger
1655,61,74.6,-0.0985,0.3667,0.8821,0.2734,0.0363,0.5682,-0.0021,Flat / Unresolved,56,-0.1364,0.2243,0.1003,0.2612,anxious,0,0,0,0,0,-0.3089,-0.0029,-0.06,9,16,8,2,5,2,0,5,relationships_g21ik6,neu,sadness
2736,168,84.8,0.0603,0.4248,0.5265,0.2262,0.0186,0.4987,-0.0407,Flat / Unresolved,65,0.0137,0.2193,0.0753,0.0233,secure,0,0,0,0,0,0.9993,0.006,0.7078,12,15,7,19,17,4,2,4,relationships_52r6o3,pos,joy
375,24,78.4,0.0134,0.47,0.8,0.1859,0.042,0.5753,-0.1292,Mildly improving,21,0.0153,0.1278,0.088,-0.0,secure,0,0,0,0,0,0.7351,0.0053,0.26,1,1,1,1,3,0,0,2,relationships_8wwfsw,pos,trust
495,27,81.6,0.0527,0.4847,0.8333,0.1906,0.0341,0.3284,-0.1708,Redemptive / Comedic (recovery arc),1,0.2171,0.0673,0.0848,-0.0,anxious,0,0,0,0,0,0.9423,0.0059,0.39,1,4,0,4,2,0,0,3,relationships_9ysdlt,neg,trust
274,20,88.9,0.1259,0.4657,0.5294,0.156,0.0393,0.2425,-0.2631,Redemptive / Comedic (recovery arc),16,-0.1816,0.1442,0.1642,0.0,avoidant,1,1,0,0,0,0.9712,0.0069,0.7116,1,0,0,3,2,0,1,1,relationships_pfzrlo,pos,joy
836,31,74.4,-0.1744,0.4369,0.9176,0.3531,0.0619,0.3408,-0.0044,Flat / Unresolved,17,-0.0904,0.1595,0.1089,-0.0,avoidant,0,0,0,0,0,-0.9872,-0.0024,-0.12,17,12,2,1,1,0,0,4,relationships_8s86ql,neg,anger
440,29,83.4,0.0193,0.4636,0.5676,0.3301,0.0161,0.2667,-0.0624,Mildly improving,18,0.0103,0.197,0.1159,0.0,secure,0,0,0,0,0,0.9827,0.0065,0.65,0,5,2,3,4,0,0,0,relationships_czw9lk,pos,joy
588,39,79.3,0.0152,0.4644,0.5472,0.1517,0.0168,0.4148,0.0189,Flat / Unresolved,18,0.0599,0.14,0.0714,0.0,anxious,0,0,0,0,0,-0.4624,0.0034,0.17,3,3,0,3,4,0,0,1,relationships_3ie7m5,neu,joy
568,36,82.1,-0.0604,0.464,0.7885,0.2038,0.0378,0.3081,-0.2317,Redemptive / Comedic (recovery arc),29,-0.2031,0.4601,0.169,0.0,disorganised,0,0,0,0,0,0.9774,0.01,0.9992,2,2,7,6,1,0,0,1,relationships_mouqno,pos,fear
355,20,87.3,-0.0303,0.4355,0.6389,0.13,0.0222,0.284,-0.1197,Mildly improving,4,-0.0022,0.0833,0.1099,0.0,avoidant,0,0,0,0,0,0.5994,0.0027,0.27,0,4,1,1,0,0,0,0,relationships_abayxw,pos,sadness
293,15,67.2,0.0368,0.475,0.6207,0.2763,0.0195,0.2418,-0.2286,Redemptive / Comedic (recovery arc),9,-0.0662,0.1402,0.0,0.0,anxious,0,0,0,0,0,-0.128,0.0066,0.9992,0,4,0,2,2,0,0,4,relationships_lrcym1,neu,joy
333,15,80.9,-0.0907,0.4367,0.6667,0.4124,0.0351,0.2353,-0.3183,Redemptive / Comedic (recovery arc),5,-0.2341,0.1834,0.0631,-0.0,anxious,0,0,0,0,0,0.8126,0.0,0.0,4,3,1,4,2,2,0,0,relationships_9xlpzb,pos,joy
188,14,89.3,0.0254,0.478,0.7,0.0311,0.0188,0.3502,-0.0889,Mildly improving,7,-0.0508,0.0833,0.016,-0.0,anxious,0,0,0,0,0,0.8643,0.0149,0.9993,0,0,0,2,0,0,0,0,relationships_bww1d5,pos,joy
1734,83,76.0,-0.0194,0.3579,0.7534,0.1495,0.0196,0.5086,-0.0122,Flat / Unresolved,72,-0.032,0.2083,0.0819,0.0,anxious,0,0,0,0,0,0.975,0.0022,0.17,4,7,5,7,6,1,0,1,relationships_2oi4im,pos,anger
1174,87,85.0,-0.05,0.353,0.792,0.1499,0.0388,0.4982,0.0143,Flat / Unresolved,9,-0.1038,0.2395,0.0639,0.0988,anxious,0,0,0,0,0,0.8934,-0.0008,0.41,7,7,6,3,1,0,0,3,relationships_2o0l1n,pos,trust
208,15,89.5,0.0221,0.4566,0.6364,0.0511,0.0111,0.2702,-0.1174,Mildly improving,10,-0.1046,0.1603,0.101,-0.0,anxious,0,0,0,0,0,-0.0516,0.0046,0.46,1,0,1,1,0,0,0,0,relationships_3wsxij,neu,anger
444,30,78.8,-0.0643,0.4413,0.8205,0.1468,0.0361,0.5547,-0.1389,Mildly improving,1,0.0665,0.0751,0.0676,-0.0,secure,0,0,0,0,0,-0.9274,-0.0043,-0.21,3,1,1,0,2,0,0,2,relationships_9ti2nf,neu,anger
309,16,82.1,0.2294,0.5937,0.7949,0.4443,0.0588,0.3046,-0.3767,Redemptive / Comedic (recovery arc),8,-0.2041,0.1079,0.0777,-0.0,anxious,0,0,0,0,0,0.9935,0.0317,0.9997,1,0,0,9,2,1,0,0,relationships_a0g3v4,pos,joy
425,29,84.9,-0.0516,0.4308,0.7174,0.2615,0.0277,0.2726,-0.0222,Flat / Unresolved,22,-0.1061,0.2745,0.1129,-0.0,anxious,0,0,0,0,0,0.6454,0.0,-0.1963,2,6,3,2,0,0,0,0,relationships_dacyra,neu,joy
488,25,80.9,-0.0075,0.458,0.9,0.0936,0.0438,0.5467,0.0102,Flat / Unresolved,5,0.0413,0.235,0.0799,0.0,anxious,0,0,0,0,0,0.7246,0.0,-0.2,1,2,0,0,0,0,0,2,relationships_3rg439,neu,anger
351,22,85.6,0.0659,0.4681,0.8542,0.2974,0.0258,0.5333,-0.0521,Mildly improving,19,-0.3605,0.1899,0.2222,0.0,avoidant,0,0,0,0,0,0.9843,0.0028,0.9996,0,2,0,4,5,0,0,0,relationships_nqhc9l,pos,joy
371,25,74.6,0.0588,0.4737,0.75,0.1973,0.0225,0.2549,-0.112,Mildly improving,1,-0.0612,0.2181,0.0566,-0.0,anxious,0,0,0,0,0,-0.9584,-0.0026,0.26,2,2,0,2,3,0,0,0,relationships_ba520r,neg,joy
439,33,81.8,-0.0611,0.3892,0.7234,0.3044,0.0281,0.3121,0.1415,Mildly declining,17,0.1141,0.2732,0.1777,0.0,avoidant,0,0,0,0,0,0.6908,0.0022,0.44,0,6,3,3,1,0,0,4,relationships_eubfeu,neu,fear
619,40,83.4,0.1092,0.5309,0.6173,0.1873,0.025,0.4237,0.0298,Flat / Unresolved,2,-0.1149,0.218,0.1163,0.0,anxious,0,0,0,0,0,0.9945,0.0141,0.9991,0,0,1,8,1,0,0,4,relationships_4muwka,pos,joy
350,23,83.1,0.0276,0.4536,0.8684,0.3105,0.0193,0.6037,0.1669,Tragic (Freytag: falling action dominates),1,-0.1784,0.3095,0.18,0.0,avoidant,0,0,0,0,0,0.8834,0.0,0.28,0,1,3,3,4,0,0,2,relationships_o0buhm,pos,joy
375,17,77.3,0.1684,0.5246,0.5143,0.2039,0.018,0.4381,-0.3308,Redemptive / Comedic (recovery arc),12,-0.23,0.1278,0.112,0.0,anxious,0,0,0,0,0,0.9538,0.0,0.6026,2,2,0,6,2,1,1,3,relationships_hrddje,pos,none
567,25,77.1,-0.1571,0.4285,0.6078,0.2978,0.0206,0.2224,-0.3846,Redemptive / Comedic (recovery arc),20,-0.4748,0.2303,0.1393,-0.0,secure,1,0,1,0,0,-0.3724,0.0035,0.17,9,14,3,1,3,1,0,0,relationships_jngvrf,neu,trust
591,42,89.9,0.0464,0.4654,0.9259,0.1583,0.0249,0.3555,-0.1298,Mildly improving,27,-0.1163,0.1679,0.1066,0.0,anxious,0,0,0,0,0,0.9259,0.005,0.49,1,2,0,0,3,0,0,0,relationships_3eo2ic,pos,joy
259,14,81.6,0.0597,0.4313,0.6875,0.2763,0.0542,0.2821,-0.318,Redemptive / Comedic (recovery arc),3,-0.2836,0.0644,0.0,-0.0,anxious,0,0,0,0,0,0.8813,0.023,0.9991,0,1,0,3,1,0,0,2,relationships_lqdjmb,pos,joy
317,17,74.5,0.0819,0.5034,0.7143,0.1224,0.0466,0.5189,0.0152,Flat / Unresolved,10,-0.0112,0.1052,0.0789,0.0,anxious,0,0,0,0,0,0.9741,0.0181,0.9,0,1,0,3,5,0,0,0,relationships_savz9y,pos,sadness
1274,60,78.3,-0.0294,0.4499,0.6822,0.2644,0.0313,0.2719,0.1638,Tragic (Freytag: falling action dominates),50,0.1655,0.2665,0.1013,0.059,secure,1,0,0,0,1,0.9638,0.0,0.07,5,12,2,6,0,0,0,4,relationships_bctq5b,neu,sadness
519,32,78.2,0.0961,0.5097,0.8462,0.1507,0.0234,0.5322,-0.1989,Redemptive / Comedic (recovery arc),27,-0.1661,0.263,0.0405,0.1352,anxious,0,0,0,0,0,0.8555,0.0056,0.7094,0,0,1,2,6,0,0,8,relationships_i8jgfi,pos,trust
517,18,72.3,-0.0928,0.4269,0.6471,0.2119,0.0351,0.3226,0.1718,Tragic (Freytag: falling action dominates),10,0.1147,0.309,0.1238,0.0,avoidant,0,0,0,0,0,0.6998,0.0093,0.37,1,2,1,2,5,0,0,2,relationships_3kkkcj,pos,trust
1465,43,67.6,0.0222,0.4389,0.7984,0.2185,0.0267,0.5468,0.0153,Flat / Unresolved,37,0.0851,0.1706,0.1331,0.1952,anxious,0,0,0,0,0,-0.7106,0.0033,0.39,5,5,0,3,1,2,0,15,relationships_dab8yj,neu,sadness
317,19,79.4,0.1686,0.5075,0.5238,0.3238,0.021,0.1833,-0.2513,Redemptive / Comedic (recovery arc),8,-0.2132,0.0526,0.1041,-0.0,anxious,0,0,0,0,0,0.9726,0.0182,0.9993,0,0,0,4,2,0,0,3,relationships_6pgxrs,pos,joy
518,21,67.1,0.2909,0.536,0.6531,0.3442,0.0511,0.2807,-0.0807,Mildly improving,14,0.0234,0.3086,0.0521,0.3197,anxious,2,1,0,1,0,0.9814,0.0115,0.9994,2,1,2,4,8,0,0,0,relationships_ckccmq,pos,joy
879,63,88.2,0.0239,0.4802,0.8211,0.0822,0.016,0.5687,-0.0037,Flat / Unresolved,37,-0.0342,0.1706,0.058,0.0,anxious,0,0,0,0,0,0.9559,0.0043,0.22,1,0,2,5,2,0,0,3,relationships_36j7ta,pos,joy
457,25,77.4,0.0228,0.4815,0.64,0.2776,0.0158,0.5619,-0.2164,Redemptive / Comedic (recovery arc),10,-0.1692,0.1459,0.1247,-0.0,anxious,0,0,0,0,0,0.8658,-0.0064,0.6714,2,3,7,2,6,0,1,2,relationships_ap8ipb,neu,joy
334,17,78.0,-0.0642,0.4385,0.68,0.2832,0.0332,0.3079,-0.1649,Redemptive / Comedic (recovery arc),3,0.1298,0.0998,0.0808,-0.0,anxious,0,0,0,0,0,-0.5423,-0.003,-0.3,2,2,1,0,2,0,0,1,relationships_cmrrhv,neg,sadness
342,15,80.8,-0.2006,0.4055,0.8049,0.3053,0.0533,0.3238,-0.1734,Redemptive / Comedic (recovery arc),6,-0.2908,0.1808,0.0351,-0.0,anxious,0,0,0,0,0,0.765,-0.0056,0.28,3,3,4,1,1,0,0,1,relationships_n21e9c,pos,fear
548,41,86.1,-0.023,0.451,0.9589,0.1082,0.02,0.5333,-0.0167,Flat / Unresolved,24,-0.0028,0.1138,0.0785,0.2229,anxious,0,0,0,0,0,0.0258,0.0053,0.0,2,2,0,2,0,1,0,0,relationships_c9dg8e,neu,disgust
438,22,76.5,0.0416,0.4801,0.617,0.2967,0.0257,0.5408,-0.1097,Mildly improving,12,0.0222,0.2663,0.0411,0.153,secure,0,0,0,0,0,0.6256,0.0068,0.68,0,1,3,3,6,0,0,1,relationships_msx4sa,pos,fear
325,26,87.4,0.0155,0.4677,0.9348,0.175,0.0289,0.3333,0.0421,Flat / Unresolved,16,-0.0593,0.1859,0.1108,-0.0,anxious,0,0,0,0,0,0.7506,0.0061,0.9992,0,1,3,2,3,0,0,0,relationships_ovxp6n,pos,joy
306,13,80.1,0.0386,0.4616,0.4737,0.1872,0.0132,0.2143,0.1147,Mildly declining,2,0.2255,0.2467,0.0784,0.0,anxious,0,0,0,0,0,0.9393,0.0032,0.65,0,0,1,1,1,0,0,1,relationships_bcbbn7,pos,joy
276,14,76.8,-0.0088,0.4549,0.6176,0.2103,0.0433,0.2462,0.1555,Tragic (Freytag: falling action dominates),3,0.2207,0.2874,0.0435,0.0,secure,0,0,0,0,0,0.6705,0.0,0.0,0,1,0,1,0,0,1,2,relationships_fgn3fv,neu,joy
336,23,87.0,0.0352,0.474,0.6,0.2213,0.0725,0.2914,-0.3132,Redemptive / Comedic (recovery arc),1,-0.0368,0.2163,0.2054,0.0,secure,0,0,0,0,0,0.91,0.0057,0.4952,2,0,0,3,1,0,1,1,relationships_4dxmdu,pos,trust
