n_words,n_sents,flesch_re,sentiment,gase,pti,teg,rci,pai,nava,nava_arc,lewi_idx,lewi_drop,cd_index,vads,ties,attachment,horsemen_total,criticism,contempt,defensiveness,stonewalling,vader_score,nrc_score,liwc_score,emo_anger,emo_sadness,emo_fear,emo_joy,emo_trust,emo_disgust,emo_surprise,emo_anticipation,id,gold_sentiment,gold_emotion
16,1,79.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263929564907069441,neu,none
14,1,71.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263759328782204928,pos,none
9,1,84.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_259546192722161664,neu,none
25,1,86.7,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.24,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264249030572392448,neu,none
22,2,80.3,0.2712,0.5313,0.5,0.5423,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6124,0.0455,0.9998,0,0,0,0,1,0,0,0,se_264123482206519296,pos,none
26,3,100,0.1529,0.7459,0.5,0.2294,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.128,0.0345,0.9997,0,0,0,1,0,0,0,0,se_264255668180090880,pos,none
16,1,79.6,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263972796454027265,neg,none
24,2,99.5,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_245502562969739266,pos,none
22,1,61.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264222689177264128,neg,none
21,3,70.8,0.0,0.7,0.0,0.0,0.037,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264163852365729793,neu,none
12,2,73.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264030775568109568,pos,none
23,1,91.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.1304,0.0,anxious,0,0,0,0,0,0.0258,0.0,0.0,0,0,0,0,0,0,0,0,se_251535900759175169,neu,none
15,1,61.9,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264247453551833088,neg,none
18,1,57.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264205556212957184,pos,none
22,2,72.6,0.247,0.5241,0.6667,0.4939,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.5267,0.0385,0.0,0,0,0,1,0,0,0,1,se_264238968747487232,pos,none
20,3,73.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264110966025908224,pos,none
12,2,87.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264255443646443520,neu,none
22,1,69.1,0.0,0.7,-0.25,0.0,0.0,0.1111,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264148090074849280,neu,none
18,1,66.4,-0.5789,0.2763,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.128,0.04,0.9998,1,0,0,0,0,0,0,0,se_259176690578771968,neg,none
16,1,79.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263138318550700032,pos,none
19,1,76.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_262664195248623616,pos,none
26,3,100,0.0,0.7,0.2,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,-0.4404,-0.0312,0.0,0,0,0,0,0,0,0,0,se_263950623299469312,pos,none
14,1,77.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264224174153818113,neu,none
16,3,37.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264169073632505857,neu,none
17,1,65.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_249651584823349249,neu,none
25,3,83.3,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263153174498643968,pos,none
23,2,59.1,0.0,0.7,0.3333,0.0,0.25,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6369,0.0,0.9998,0,0,0,0,0,0,0,0,se_264137527508729856,pos,none
22,1,65.3,0.0,0.7,-0.5,0.0,0.125,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264215005594017792,neu,none
16,3,100,0.1204,0.7361,0.0,0.1806,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6249,0.0625,0.9998,0,0,0,1,0,0,0,0,se_264224316193902592,pos,none
22,2,80.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_259147549263409155,neu,none
21,1,72.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263642549640650752,neu,none
22,1,73.0,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.4404,0.04,0.9998,0,0,0,0,0,0,0,0,se_263764134603153409,neg,none
8,1,71.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_250754443665080322,neu,none
17,1,75.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264225497007927296,pos,none
22,1,57.6,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5423,0.0,0.0,0,0,0,0,0,0,0,0,se_260242911575281664,neu,none
24,1,83.8,0.3612,0.8084,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6249,0.0385,0.9997,0,0,0,1,0,0,0,0,se_263181103639195650,pos,none
23,3,77.7,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263821014046224385,pos,none
17,2,29.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264132227170983936,neu,none
19,1,62.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263642982236962816,neg,none
17,1,55.2,0.5632,0.619,0.0,0.0,0.0,0.0,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.743,0.1,0.9998,0,0,0,1,0,0,0,1,se_252153931885580288,pos,none
22,2,80.3,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264027133624582144,neg,none
24,1,66.2,0.2023,0.5107,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,se_263567264568180736,neu,none
15,1,95.7,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264238242461806592,neg,none
16,1,74.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263683449771130881,pos,none
18,2,61.4,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_251908519006183424,neg,none
20,1,72.3,0.2023,0.7607,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.3612,0.0,0.0,0,0,0,0,0,0,0,0,se_264066217084608513,neg,none
23,1,76.8,0.0,0.7,0.0,0.0,0.0,0.101,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_248992979929423872,neu,none
11,1,72.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_262872588588576769,pos,none
20,2,95.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263456331023917056,neg,none
9,1,28.5,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_262938242230407171,neu,none
19,2,63.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263964366225948672,pos,none
19,1,85.1,0.3612,0.5584,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,se_255777630329131008,neu,none
22,3,76.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0417,0.9998,0,0,0,0,0,0,0,0,se_264131802413809664,pos,none
19,1,94.0,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.1579,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264145535190052865,neu,none
23,3,77.7,0.3134,0.794,0.0,0.47,0.0,0.0,,NA,,,0.0,0.1304,0.0,anxious,0,0,0,0,0,0.8591,0.08,0.9999,0,0,0,2,0,0,0,0,se_260213320819290114,pos,none
20,1,76.6,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263944763470913536,pos,none
15,1,84.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264236951153016833,pos,none
14,1,83.9,0.0,0.7,0.75,0.0,0.0,0.3333,,NA,,,0.0,0.4286,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_256143206696251392,neu,none
9,1,56.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264060931384942592,neu,none
28,1,81.7,0.0,0.7,0.25,0.0,0.0,0.1111,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263439915025567744,neu,none
24,3,78.9,0.0,0.7,0.5,0.0,0.1111,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264244193914941440,neu,none
22,3,91.7,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_262784216729796608,pos,none
23,1,76.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264067051595915266,pos,none
24,1,62.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_262952406172700672,neg,none
20,2,74.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_261768489872789504,neu,none
25,3,96.9,0.0,0.7,0.6667,0.0,0.0417,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_256470013043675137,neu,none
17,3,71.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264244384357285888,neu,none
9,1,100,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264121585538060288,neu,none
19,2,81.4,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264101028864094208,neu,none
20,1,59.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264260669908594688,neu,none
20,1,63.9,0.0,0.7,0.0,0.0,0.0,0.1111,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264171267635163136,neu,none
17,1,80.1,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264020716435935232,neu,none
21,2,71.3,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_253740684677378048,neg,none
21,3,74.8,0.0,0.7,0.0,0.0,0.0333,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,-0.0357,0.0,0,0,0,0,0,0,0,0,se_264134402815180800,neg,none
22,2,76.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264118859366289408,neu,none
14,1,95.9,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263641145890963457,pos,none
19,2,90.3,0.0,0.7,0.3333,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264217714346844160,neu,none
15,3,77.7,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264224358367625216,pos,none
16,1,84.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264126077675393024,neu,none
23,2,73.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_258217595008860160,pos,none
6,1,87.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264111108942594048,neu,none
14,1,77.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264249042928803840,neg,none
22,2,84.2,0.0,0.7,-0.5,0.0,0.0769,0.3333,,NA,,,0.0,0.0,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263909653820362752,neu,none
18,1,75.8,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264245061900959744,pos,none
23,1,76.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.1304,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263839149767917568,neu,none
23,4,87.0,0.2605,0.5486,0.5,0.3473,0.0,0.3333,0.3196,Tragic (Freytag: falling action dominates),0,-0.2605,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6249,0.04,0.9998,0,0,0,2,0,0,0,0,se_264231323089125376,pos,none
25,2,82.5,0.0,0.45,0.6667,0.2054,0.4444,0.3333,,NA,,,0.1667,0.0,-0.0,anxious,0,0,0,0,0,-0.765,-0.0625,-0.9998,0,2,2,2,0,0,0,0,se_238128790902026240,neu,none
12,1,96.0,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_258991428267544577,neu,none
21,1,84.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_258432578879635456,neu,none
13,1,76.5,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264190645273493505,pos,none
18,1,66.4,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263115958795792385,neu,none
25,1,73.2,-0.4588,0.3124,-0.5,0.0,0.1429,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.4767,0.0,0.0,1,1,0,0,0,0,0,0,se_261323192596037632,neg,none
14,2,66.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263276487526993920,pos,none
13,1,89.5,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_263832372020121601,pos,none
23,1,80.5,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264237713539084288,pos,none
18,1,66.4,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264255664912752640,neu,none
10,1,52.9,0.4939,0.5982,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5267,0.1,0.0,0,0,0,1,0,0,0,1,se_264252283892670464,pos,none
19,1,89.6,0.0,0.7,0.75,0.0,0.0,0.3333,,NA,,,0.0,0.1579,0.0,anxious,0,0,0,0,0,0.0516,0.0,0.0,0,0,0,0,0,0,0,0,se_262115420805427200,neg,none
12,1,67.8,0.0,0.7,-0.3333,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_264226577850724352,neg,none
24,2,96.0,0.1806,0.7542,0.6667,0.3612,0.0833,0.3333,,NA,,,0.0,0.125,0.0,anxious,0,0,0,0,0,0.6249,0.0385,0.9997,0,0,0,1,0,0,0,0,se_253377445430968320,neg,none
15,2,46.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_256075828117508096,neu,none
10,1,44.4,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5423,0.0,0.0,0,0,0,0,0,0,0,0,se_262080915516313601,pos,none
10,1,100,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.3,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,se_261392854620991488,neu,none
